"","Ctrl_1.CEL","Ctrl_2.CEL","Ctrl_3.CEL","Dom_1.CEL","Dom_2.CEL","Dom_3.CEL","N_D_3.CEL","N_D_4.CEL","N_D_5.CEL","NEN_2.CEL","NEN_3.CEL","NEN_5.CEL"
"HTA2-pos-3662480_st",6.26207810146443,7.09977675086828,7.37140589553748,6.72336436765744,6.58494911433292,7.75932747601027,6.90687988650787,7.43323024265936,7.35460886171489,6.63781949744681,6.08213007315082,7.3286669329835
"HTA2-pos-3662482_st",8.68620557064027,8.6186881155557,8.45737722305849,8.2554178446264,8.72337348898766,8.4854903297627,8.74005880400081,8.75237766663722,8.58370626791811,8.81991011065347,8.72422656760546,8.76403926138106
"HTA2-pos-3670175_st",5.97725952514446,4.00165479804304,6.61224105685405,6.29000242399814,6.07322989644932,5.96383881874194,6.01120733145143,5.92082784114744,6.21592011092549,6.96865653298061,6.61224105685405,6.93466324728292
"HTA2-pos-3670177_st",8.75293512337531,9.47741918836615,9.20762229471593,8.80842509035424,8.81457961173952,8.93073470418485,9.57585266506326,9.55122589071849,9.42827105909483,8.8365735951423,9.21208885311656,9.50506542466062
"HTA2-pos-3670179_st",9.70303684718918,9.97022446948708,9.96494118116292,9.71753210507153,9.36230719921221,9.85343813291652,10.0536984560234,9.65373918331486,9.87741059209494,10.0686651360499,10.0723547552801,10.1921889563103
"HTA2-pos-3670185_st",9.44553037594745,9.70433443077118,9.83163572054278,9.8336793403392,9.58855682217965,9.58785396291364,9.97273923441011,9.73117607138451,9.89317375477745,10.178144992022,9.89152922365896,9.48062012854677
"HTA2-pos-3670189_st",9.76141123754861,9.84783896106975,9.94641765734121,10.0775934308642,10.0481450404412,10.0445067470638,10.1314271430816,9.98589995083301,9.96974496925093,10.1812546989644,9.96048339113973,10.2602324448957
"HTA2-pos-3670193_st",10.9056997124429,11.0030487263346,10.7934332448595,10.938169946505,10.8663123272931,10.921716326404,10.9219022447922,10.9411998243424,11.0324182551083,11.0797063995492,11.1845907270716,11.0775662104696
"HTA2-pos-3670195_st",6.6256958294634,6.08567482674227,6.64023205308403,7.00467863858974,5.92479134975014,7.38944442452738,5.79655733026662,4.61466799430282,6.78897853361677,6.08213007315082,6.71308781829797,5.98297325696533
"HTA2-pos-3670202_st",7.11546794993362,8.38153909784418,7.11806663745713,7.44845314342745,8.32042048420595,8.01308502490035,7.19228402752224,8.56478122506305,8.1885844409455,8.07011616274868,8.2601312686046,8.11547258368422
"HTA2-pos-3670204_st",10.2105688003321,10.3746762957135,9.86920687649264,10.2358137349721,10.2602324448957,10.308243199138,10.1413609730959,10.7225933384372,10.2290179801358,10.161708143548,10.2155319189317,10.4812099006061
"HTA2-pos-3670206_st",9.17533940186999,9.34040450845732,8.79576622033177,9.32998115854869,8.88950125368345,9.44345976649938,9.08790241414138,9.34725027823568,9.19741930153909,9.36413270495012,9.404430102781,9.39124167566994
"HTA2-pos-3670208_st",10.8221717516791,11.0038100587792,10.7313536348489,10.8122768859446,10.8338117915175,10.7107339320721,10.8887108659501,10.9225837406387,10.8368057905333,10.9434299078064,10.8082261068143,11.0345117995761
"HTA2-pos-3670214_st",9.03617116476606,9.55490685397628,9.25718928381036,9.47336571762314,9.3327805198223,9.60470600133604,9.65030223283875,9.80721930220786,9.69870312033473,9.6960966217238,9.97930482411483,9.72735172993908
"HTA2-pos-3670216_st",10.2391001735228,10.0596249175172,10.1704456000766,10.3855019793653,10.2259092603775,10.487922858395,10.3426293090074,10.5983231205633,10.2719482519981,10.5351934944629,10.6878122834878,10.4556259792304
"HTA2-pos-3670218_st",10.1725305721213,3.82078016324487,10.179804336493,10.4000779515858,10.4127894019098,10.3789260378951,10.578882852769,10.48028442133,10.2463436851052,10.4843185265499,10.5947514166826,10.6261645068152
"HTA2-pos-3670220_st",10.8546729278785,10.9575246592437,10.7122396157787,10.8438222329062,10.8526588514082,10.7957683890549,10.7258625027339,10.8875055533015,10.7420279238365,10.69750983352,10.9151940424051,10.9706445418842
"HTA2-pos-3670222_st",9.72607469331591,9.90061392571343,9.77725385070422,9.70375787103462,9.67676359245229,9.98216047135693,9.75307594314909,9.91039155612733,10.0321593227445,9.46147762446613,9.80022439648672,9.90645087116425
"HTA2-pos-3670224_st",10.3938363646205,10.5105984735089,10.6280649415994,10.396514637658,10.4465654881863,10.6743754121995,10.5287381051306,10.4956043410867,10.6894876770693,10.787323713603,10.8839789937783,11.0630573629749
"HTA2-pos-3670228_st",10.9072655793889,10.9282709536147,10.986878371914,10.9387519318464,10.7537035077383,11.006237781235,11.0062085558673,11.0702601360781,10.9938517839289,11.066873426487,11.2175028375987,11.0247639160163
"HTA2-pos-3670232_st",10.1551333278349,10.2681510406152,10.1690887506342,10.4669252472089,10.1567666783074,10.329141288837,10.3989653611147,10.4743388029109,10.199926809111,10.5860570457801,10.4709121208053,10.4445826376465
"HTA2-pos-3670234_st",11.2086656649101,11.0535576572617,10.9802579708436,11.1333557376758,11.0921233626118,11.0955887381005,11.2116343059077,11.1533403465412,11.2625348174419,11.327365011867,11.1580305013038,11.2796100641227
"HTA2-pos-3670236_st",10.6048612329741,10.7569724835548,10.9085795954797,11.2272894907603,11.2145715557207,11.0984976209341,11.2982768987208,11.0892843591851,11.1635705012333,11.2868219288301,11.2972979177478,11.0630573629749
"HTA2-pos-3670238_st",10.3081483753808,10.5169302449554,10.4285337211088,10.6700652803777,10.3596570842428,10.6489559075206,10.6591031687379,10.5749868100205,10.6711716705461,10.762934904327,10.9975905217017,10.5452451959405
"HTA2-pos-3670240_st",7.98820622289715,8.0597902757197,7.95176519858062,8.24989931615981,8.53494782010154,8.09054882887892,7.76209923664458,8.2826982210688,8.32829693170458,7.84861736520248,8.40867977776824,8.53915535656812
"HTA2-pos-3670244_st",10.8492740737184,10.7829974795858,10.8718403964614,10.8683717585802,10.596810108285,10.932767735123,10.8973406078406,10.6465954078825,10.9751308185271,10.8288299770453,10.8537961756576,10.9192972045503
