"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0051955",411.112948318273,0.701230124883029,0.197801187340971,3.54512596364876,0.000392425503116251,0.0176565994226786
"FBgn0031516",874.565753917851,-0.656150639998199,0.18536310255527,-3.53981256762011,0.00040041129898524,0.0178996767139918
"FBgn0030485",321.65519623017,-0.541954765653206,0.153582600310475,-3.52875107308781,0.000417525671920664,0.0185450985944761
"FBgn0033446",81.7317929050953,1.03260838306019,0.292932272054367,3.52507552622452,0.000423362068496468,0.0186845590612231
"FBgn0085446",4006.95547822957,-0.499748210661188,0.141847881911987,-3.523127761409,0.000426485717903871,0.0187032882237717
"FBgn0261563",1832.67362058852,-0.66444102524679,0.188887317636488,-3.51765821845965,0.000435372720110775,0.0189729407399218
"FBgn0034885",161.20236686162,-1.3230140741585,0.376427012779253,-3.51466294724802,0.000440312448433264,0.019068280969963
"FBgn0024315",92.2146042191199,1.69234963246657,0.486349370037028,3.47969944391565,0.000501976580857222,0.0210799741136951
"FBgn0026376",1404.47111312524,0.883957759675187,0.253918460768444,3.48126621829713,0.000499049213032047,0.0210799741136951
"FBgn0027604",283.725435955255,0.737574627787085,0.211676662925457,3.48443998310209,0.000493168051652057,0.0210799741136951
"FBgn0039756",1732.06040157547,-0.457831254369743,0.131563573145678,-3.47992414178958,0.000501555773304307,0.0210799741136951
"FBgn0050273",128.949964478271,0.79690209373898,0.228665940209025,3.48500565064708,0.000492126648727537,0.0210799741136951
"FBgn0259734",268.744527189901,-0.679631497953428,0.195483157141839,-3.47667547368441,0.000507671900769726,0.0211907144604424
"FBgn0032635",612.958649086331,-0.553614259651974,0.159670022293453,-3.46723982185274,0.000525832515858138,0.0218173263615631
"FBgn0014869",1576.10625807834,-0.509489884200207,0.147273681401019,-3.45947680096956,0.000541225897988993,0.0221902618175487
"FBgn0033368",64.1024117170984,-1.26198537779813,0.364759011732667,-3.45977847621498,0.000540619944421665,0.0221902618175487
"FBgn0037672",90.2920015226794,-0.875380030514115,0.253161859753849,-3.45778795970788,0.000544629856109868,0.022198472194031
"FBgn0034405",2298.88582900384,-0.578313721628038,0.167800171503476,-3.44644297110303,0.000568018439003443,0.0230163728880401
"FBgn0250837",2223.51375793372,-0.459850791218956,0.133549880980781,-3.44328866369514,0.000574685553328463,0.0231511406919356
"FBgn0003053",123.158697721255,-1.05091144816718,0.305854334469678,-3.43598677451918,0.000590399792811187,0.0236467061525359
"FBgn0003137",4535.8163603501,-0.732003181957395,0.213228627981644,-3.43294982895266,0.000597052567936181,0.0237757312829299
"FBgn0026576",786.70956556861,0.443985799939983,0.129453044734302,3.42970534877144,0.000604237020230049,0.0237883995066705
"FBgn0085354",145.34875616936,-0.789439689343505,0.230125957177491,-3.43046781434841,0.000602541449679587,0.0237883995066705
"FBgn0032018",1738.54062649351,0.35914642457763,0.104850923846638,3.4253052944287,0.000614108927985761,0.0239053975394008
"FBgn0039485",58.812915063505,-1.26913588239215,0.370493149220197,-3.42553130891459,0.000613598209886792,0.0239053975394008
"FBgn0250906",2650.94618759967,-0.562483193194577,0.164432229117829,-3.42076000679593,0.00062446411856682,0.0241726920533491
"FBgn0030966",256.672373462575,-0.624441964115402,0.182708957246953,-3.41768665053128,0.000631557727713924,0.0243114638629432
"FBgn0031548",53.6945022333073,1.5167084267037,0.444261206694116,3.4140015014815,0.000640162229755617,0.0245065419335728
"FBgn0038049",728.549223427461,-0.547806047890483,0.160638908564619,-3.41017038017362,0.000649223077910475,0.0247168500375917
"FBgn0035727",65.5220745695727,-1.34634748300917,0.39506940174742,-3.40787587460374,0.000654706691496283,0.0247894134720095
"FBgn0053465",304.551783436583,0.659179793684004,0.193621426039824,3.4044775269263,0.000662907547224074,0.0249635130147587
"FBgn0031489",1025.22872936386,-0.499048567078935,0.146699181228377,-3.40184970972695,0.000669314342594541,0.0250685355666896
"FBgn0261238",916.008490782522,-0.644166459568137,0.189915102113642,-3.39186537773431,0.000694185385136113,0.0258602716860652
"FBgn0037757",1179.19998964748,-0.383557877368299,0.11331429414414,-3.38490285153609,0.000712034501624495,0.0263833532714231
"FBgn0003074",2170.45557767294,-0.55168250469135,0.16398828886689,-3.36415794385875,0.000767775909336325,0.0281592835300119
"FBgn0051431",2288.66768036757,0.581813351514411,0.172950546330133,3.36404460037859,0.000768091295594204,0.0281592835300119
"FBgn0005660",146.478941654391,-0.924273105449274,0.275057752443824,-3.36028742050469,0.000778614244566888,0.0283948321084419
"FBgn0010223",65.4980674808895,1.19643825869657,0.356593053781572,3.35519227312106,0.000793098398127714,0.0287716167572091
"FBgn0039113",476.26182078714,-0.802788883954887,0.239455549799867,-3.35255910596286,0.000800681430592643,0.0288954251696689
"FBgn0000490",201.583715913247,-0.831635429430073,0.248535472516718,-3.34614379592889,0.000819438884295038,0.0293824827862613
"FBgn0039098",308.927309154238,0.796201488736414,0.238107184888196,3.34387846847324,0.000826159203729028,0.0293824827862613
"FBgn0051195",928.411621002481,-0.667518622597623,0.199638896735995,-3.34363009168678,0.000826899140326303,0.0293824827862613
"FBgn0026179",468.831288509265,-0.615764400976106,0.185016693843657,-3.3281558987128,0.000874229294541361,0.0307489075222187
"FBgn0035558",5487.38296705899,0.322592642096048,0.0969041799007715,3.32898583349427,0.00087162837760041,0.0307489075222187
"FBgn0016075",35906.0284684163,-0.479191544512204,0.144094487048939,-3.32553697456487,0.000882483945548637,0.0308824811045783
"FBgn0037607",5399.15250621094,-0.51672422620473,0.155476944804454,-3.32347813275224,0.000889023925254646,0.0309550089351228
"FBgn0053516",708.052760211657,0.655482686495918,0.197359880289088,3.32125599962759,0.000896133000218987,0.0310465277925868
"FBgn0003748",1100.30399926029,-0.851951056706223,0.256707207376289,-3.31876562958128,0.000904162818712471,0.0311688764719339
"FBgn0024698",1763.85564502196,0.362021184177688,0.109259414669423,3.31340951507954,0.000921659238693452,0.0314589993345169
"FBgn0029895",119.167679817351,-0.796986112981061,0.24051117110508,-3.31371765111424,0.000920644228927785,0.0314589993345169
"FBgn0036968",738.030259024248,0.764031636030611,0.230687871032488,3.3119714209986,0.000926410092731171,0.0314661545712465
"FBgn0261285",432.768461914968,0.494806725213628,0.149592229392054,3.30770339625615,0.000940643769739267,0.0317937594171872
"FBgn0036862",262.364557789657,-1.05281871767039,0.318946883416298,-3.30092179109405,0.000963677413002423,0.0324141786150184
"FBgn0250829",76.6319729445599,-1.24381494183367,0.377627383209364,-3.29376257426775,0.000988559617475484,0.0330904811086359
"FBgn0020391",222.899960459667,-0.627710500432653,0.190726876176439,-3.29114864677995,0.00099779173674686,0.0332389372303798
"FBgn0000567",261.81984840265,0.990038639697465,0.301309475622247,3.28578660745034,0.00101698022234372,0.0337160572278453
"FBgn0002527",37916.180190786,0.607513234076472,0.185309906054778,3.2783635101347,0.00104410843962704,0.0342873335458567
"FBgn0030189",355.132200345067,-0.469134696969947,0.143090195266924,-3.2785942886919,0.00104325505477121,0.0342873335458567
"FBgn0004456",3747.73247177656,0.339345542784235,0.103935284160609,3.26496959646401,0.00109475826795873,0.0357810379183303
"FBgn0040271",1013.91827312045,-0.743507522071659,0.228015475609791,-3.26077657704271,0.00111107549955753,0.0361438597954655
"FBgn0027375",988.725888554736,0.711050264789174,0.21824982934054,3.257964814624,0.0011221431879992,0.036333318456292
"FBgn0032601",253.350470165722,0.766004774141978,0.235424598105731,3.25371596810779,0.00113906105629331,0.0367095537630529
"FBgn0039525",345.992462632871,-0.524447619711696,0.161506062509071,-3.24723178538415,0.00116533443621372,0.0373824180950227
"FBgn0063492",589.918927162292,-0.678343142507839,0.209319408658648,-3.24070828813616,0.00119233129810187,0.0380721823251053
"FBgn0016792",954.908795347234,0.390047959407307,0.120512903373657,3.23656594844405,0.00120977269111038,0.0384519035628614
"FBgn0031461",549.035012749795,-0.56772081662011,0.176024873584391,-3.22523064530383,0.00125871217844401,0.0398247337188976
"FBgn0022382",609.464481480241,0.469339540427277,0.145635934283141,3.22269049007369,0.00126992693851624,0.0399969261680865
"FBgn0020249",997.885163242605,-0.442209990215115,0.137525590437324,-3.21547421689963,0.00130229192842467,0.0404644877670607
"FBgn0038721",809.00133168061,0.435824225869305,0.135498545133657,3.2164494861506,0.00129787379506494,0.0404644877670607
"FBgn0044020",154.029512704373,-0.663394182004956,0.20629822660985,-3.2157047246924,0.00130124643859133,0.0404644877670607
"FBgn0036684",910.555230439634,0.703096427560249,0.218795455395994,3.21348734729306,0.00131133575564941,0.0405635957629231
"FBgn0041183",162.456453994668,0.640650074002167,0.199569559273829,3.21015928648283,0.00132661436106894,0.0408538262570964
"FBgn0034894",558.431576420717,0.508051491177186,0.158564707489148,3.20406412764932,0.00135502291718127,0.0412404231650189
"FBgn0035023",1142.06191731289,0.581723891304147,0.181582204215564,3.2036393313827,0.00135702359382657,0.0412404231650189
"FBgn0038436",625.091268296926,-0.590246341364197,0.18420756036347,-3.20424601574197,0.0013541671052036,0.0412404231650189
"FBgn0035603",545.974288014196,-0.422191201706955,0.131839356265783,-3.20231540615106,0.00136327642015749,0.0412495297610098
